name,my_rating,imdb_rating,tmdb_rating,tmdb_count,metacritic_rating,budget,revenue,runtime,award_count,imdb_count,imdb_arithmetic_mean,imdb_median,imdb_top_1000_rating,imdb_top_1000_count,imdb_us_rating,imdb_us_count,imdb_not_us_rating,imdb_not_us_count,imdb_rating_percentile,tmdb_rating_percentile,metacritic_rating_percentile,is_action,is_comedy,is_adventure,is_animation,is_family,is_drama,is_scifi,is_thriller,is_rated_g,is_rated_pg,is_rated_pg13,is_rated_r,is_rated_nr,is_brad_pitt,is_stan_lee,is_christopher_nolan,is_spielberg,is_harrison_ford,is_matt_damon,is_wes_anderson,is_tom_cruise,is_john_williams,is_rdj,is_quentin_tarantino,is_tom_hanks,is_george_lucas,is_leonardo_dicaprio,is_the_rock,is_stanley_kubrick,is_john_hughes,is_jim_carrey,is_wally_pfister,is_henry_fonda,is_morgan_freeman,is_bong_joon_ho,is_dustin_hoffman,is_arnold_schwarz,is_jack_nicholson,is_aamir_khan,is_sean_connery,is_brad_bird,is_natalie_portman,is_robin_williams,is_sandra_bullock,is_bill_murray
Harakiri,80,8.6,8.4,610,85,0,0,135,0,53457,8.3,9,7.9,407,8.7,8687,8.6,23793,96.41638225255973,96.58703071672355,87.8839590443686,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Interstellar,87.5,8.6,8.4,28300,74,165000000,701729206,169,6,1719929,8.6,9,8,849,8.4,145722,8.5,554664,96.41638225255973,96.58703071672355,67.06484641638225,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se7en,73,8.6,8.3,16927,65,33000000,327311859,127,1,1579953,8.5,9,8.5,899,8.6,210310,8.6,612836,96.41638225255973,95.05119453924915,45.90443686006826,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spirited Away,66,8.6,8.5,12698,96,19000000,274925095,125,1,728529,8.5,9,7.9,682,8.6,89237,8.5,284793,96.41638225255973,98.29351535836177,97.95221843003414,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Wars,86,8.6,8.2,17117,90,11000000,775398007,121,10,1317425,8.5,9,8.6,922,8.9,239391,8.5,474848,96.41638225255973,92.32081911262799,94.02730375426621,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terminator 2: Judgment Day,80,8.6,8.1,10283,75,102000000,520000000,137,6,1064795,8.4,9,8.6,891,8.6,166785,8.6,433918,96.41638225255973,90.10238907849829,68.9419795221843,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GoodFellas,70,8.7,8.5,10002,90,25000000,46835000,145,6,1111352,8.6,9,8.5,858,8.9,186365,8.6,422941,97.7815699658703,98.29351535836177,94.02730375426621,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Flew Over the Cuckoo's Nest,52,8.7,8.4,8518,84,3000000,108981275,133,9,980398,8.6,9,8.6,845,8.7,156357,8.7,403707,97.7815699658703,96.58703071672355,85.66552901023891,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Empire Strikes Back,88,8.7,8.4,14076,82,18000000,538400000,124,3,1245907,8.6,9,8.6,899,9,220123,8.6,448711,97.7815699658703,96.58703071672355,81.56996587030717,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Matrix,83,8.7,8.2,21416,73,63000000,463517383,136,4,1852918,8.6,9,8.4,909,8.7,261871,8.7,699896,97.7815699658703,92.32081911262799,64.67576791808874,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fight Club,94.5,8.8,8.4,23899,66,63000000,100853753,139,1,2027221,8.7,9,8.2,882,8.7,276883,8.8,759008,98.46416382252559,96.58703071672355,48.97610921501707,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forrest Gump,86,8.8,8.5,22551,82,55000000,677387716,142,13,1986980,8.7,9,8.2,921,8.7,267448,8.8,705049,98.46416382252559,98.29351535836177,81.56996587030717,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inception,92,8.8,8.4,31382,88,160000000,825532764,148,8,2260660,8.7,9,8.2,895,8.7,260590,8.8,833080,98.46416382252559,96.58703071672355,90.78498293515358,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulp Fiction,45,8.9,8.5,22975,94,8000000,214179088,154,7,1976772,8.7,9,8.6,906,8.9,287703,8.9,741331,98.97610921501706,98.29351535836177,96.58703071672355,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Angry Men,96,9,8.5,6351,96,350000,1000000,97,3,760712,8.8,9,8.7,786,8.9,111827,9,291157,99.1467576791809,98.29351535836177,97.95221843003414,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Schindler's List,85,9,8.6,12651,94,22000000,321365567,195,12,1311855,8.8,9,8.7,843,9,184401,8.9,514033,99.1467576791809,99.48805460750853,96.58703071672355,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Knight,81,9,8.5,27344,84,185000000,1004558444,152,8,2543365,8.9,9,8.6,929,9.1,364380,8.9,897001,99.1467576791809,98.29351535836177,85.66552901023891,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Godfather: Part II,38,9,8.6,9535,90,13000000,102600000,202,10,1226343,8.8,9,8.8,852,9.1,174648,9,471541,99.1467576791809,99.48805460750853,94.02730375426621,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Godfather,82,9.2,8.7,15830,100,6000000,245066411,175,9,1773580,8.9,0,9.1,885,9.3,258981,9.2,664182,99.82935153583618,99.82935153583618,99.65870307167235,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shawshank Redemption,97,9.3,8.7,21217,80,25000000,28341469,142,7,2575756,9.1,0,8.9,897,9.3,344239,9.3,925419,100,99.82935153583618,77.81569965870307,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
