name,my_rating,imdb_rating,tmdb_rating,tmdb_count,metacritic_rating,budget,revenue,runtime,award_count,imdb_count,imdb_arithmetic_mean,imdb_median,imdb_top_1000_rating,imdb_top_1000_count,imdb_us_rating,imdb_us_count,imdb_not_us_rating,imdb_not_us_count,imdb_rating_percentile,tmdb_rating_percentile,metacritic_rating_percentile,is_action,is_comedy,is_adventure,is_animation,is_family,is_drama,is_scifi,is_thriller,is_rated_g,is_rated_pg,is_rated_pg13,is_rated_r,is_rated_nr,is_brad_pitt,is_stan_lee,is_christopher_nolan,is_spielberg,is_harrison_ford,is_matt_damon,is_wes_anderson,is_tom_cruise,is_john_williams,is_rdj,is_quentin_tarantino,is_tom_hanks,is_george_lucas,is_leonardo_dicaprio,is_the_rock,is_stanley_kubrick,is_john_hughes,is_jim_carrey,is_wally_pfister,is_henry_fonda,is_morgan_freeman,is_bong_joon_ho,is_dustin_hoffman,is_arnold_schwarz,is_jack_nicholson,is_aamir_khan,is_sean_connery,is_brad_bird,is_natalie_portman,is_robin_williams,is_sandra_bullock,is_bill_murray
Klaus,73,8.1,8.3,2897,64,0,0,96,1,140974,8.3,8,7.3,388,8,12135,8,50599,81.91126279863481,95.05119453924915,42.491467576791806,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan,71,8.1,7.8,16708,77,97000000,619021436,137,1,724842,8.2,8,7.7,756,8.2,76159,7.9,244346,81.91126279863481,78.839590443686,73.72013651877133,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max: Fury Road,57,8.1,7.6,19262,90,150000000,378858340,121,10,965241,8,8,7.9,823,8.2,99858,8,349510,81.91126279863481,70.13651877133105,94.02730375426621,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Million Dollar Baby,71,8.1,8,7884,86,30000000,216763646,132,7,673770,8,8,7.9,793,8,95399,8.1,304064,81.91126279863481,87.71331058020478,89.07849829351535,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Monsters, Inc.",75,8.1,7.8,15405,79,115000000,579707738,92,4,880071,8.1,8,7.8,817,8.2,129481,8,332934,81.91126279863481,78.839590443686,76.96245733788396,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Octopus Teacher,42,8.1,8,603,82,0,0,84,1,51127,8.2,8,7.5,167,8.1,5878,8,20140,81.91126279863481,87.71331058020478,81.56996587030717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,68,8.1,7.8,13835,96,150000000,623726000,111,5,699098,8.1,8,7.7,782,8.1,104003,8,295133,81.91126279863481,78.839590443686,97.95221843003414,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rocky,75,8.1,7.8,6051,88,1000000,117250402,120,9,558181,8.1,8,8,831,8.3,93243,8,224005,81.91126279863481,78.839590443686,90.78498293515358,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush,79,8.1,7.7,5851,74,38000000,90247624,123,0,467119,8.1,8,7.4,664,7.9,39552,8.1,206599,81.91126279863481,73.89078498293516,67.06484641638225,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seaspiracy,73,8.1,7.9,299,73.55189850166059,0,0,89,0,29640,8.3,9,7.3,77,7.8,1776,8,11054,81.91126279863481,83.10580204778157,0.17064846416382254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotlight,77,8.1,7.8,7123,93,20000000,98690254,129,6,458043,8.1,8,7.8,703,8.2,49959,8,182336,81.91126279863481,78.839590443686,96.24573378839591,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 400 Blows,34,8.1,8.1,1639,75.57349962054337,0,0,99,1,115191,7.9,8,7.5,545,8.2,21228,8,51094,81.91126279863481,90.10238907849829,0.17064846416382254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Lebowski,62,8.1,7.8,9233,71,15000000,46748047,117,0,788277,8.1,8,7.7,832,8.3,140609,8,326675,81.91126279863481,78.839590443686,60.40955631399317,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grand Budapest Hotel,90,8.1,8.1,12187,88,30000000,174600318,100,10,778048,8.1,8,7.7,747,8.1,76840,8,311841,81.91126279863481,90.10238907849829,90.78498293515358,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Seventh Seal,44,8.1,8.2,2303,88,0,0,96,0,181259,8.1,8,7.7,600,8.3,31461,8,80770,81.91126279863481,92.32081911262799,90.78498293515358,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Terminator,67,8.1,7.6,10383,84,6400000,78371200,108,0,839286,8,8,8.3,890,8.2,135005,8,351839,81.91126279863481,70.13651877133105,85.66552901023891,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Batman Begins,83,8.2,7.7,17561,70,150000000,374218673,140,1,1420825,8.2,8,8,905,8.3,215022,8.2,542664,86.68941979522184,73.89078498293516,58.70307167235495,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Die Hard,83,8.2,7.7,9037,57,28000000,140767956,131,4,855130,8.2,8,8.5,892,8.5,147007,8.2,348225,86.68941979522184,73.89078498293516,26.791808873720136,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Nemo,62,8.2,7.8,16262,90,94000000,940335536,100,4,1013975,8.1,8,7.9,821,8.3,148783,8.1,395148,86.68941979522184,78.839590443686,94.02730375426621,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Bear Rainforest: Land of the Spirit Bear,80,8.2,8,1,82.48885116871483,0,0,41,0,58,8,8,9,1,8.5,9,8.1,21,86.68941979522184,87.71331058020478,0.17064846416382254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Jones and the Last Crusade,83,8.2,7.8,8082,65,48000000,474171806,127,3,736310,8.2,8,8.2,876,8.4,138590,8.2,286863,86.68941979522184,78.839590443686,45.90443686006826,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Inside Out,61,8.2,7.9,17729,94,175000000,857611174,95,2,684626,8.1,8,7.7,706,8.2,69596,8.1,241950,86.68941979522184,83.10580204778157,96.58703071672355,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park,86,8.2,7.9,13369,68,63000000,920100000,127,3,942096,8.1,8,8.1,899,8.4,154505,8,350768,86.68941979522184,83.10580204778157,53.924914675767916,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Bill: Vol. 1,85,8.2,8,14519,69,30000000,180899265,111,0,1080468,8,8,7.9,860,8.2,157112,8.1,450308,86.68941979522184,87.71331058020478,56.8259385665529,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Jetée,73,8.2,7.9,650,75.1505741015986,0,0,28,0,33006,8.3,8,7.5,316,8.2,6508,8.2,16285,86.68941979522184,83.10580204778157,0.17064846416382254,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monty Python and the Holy Grail,24,8.2,7.8,4634,91,400000,1940906,91,0,530098,8.2,8,7.8,787,8.4,116049,8.1,206690,86.68941979522184,78.839590443686,95.56313993174061,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Batman,68,8.2,7.9,3278,73,185000000,751100000,176,0,359948,8.3,9,7.8,265,8.2,30609,8,82550,86.68941979522184,83.10580204778157,64.67576791808874,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sixth Sense,80,8.2,7.9,9454,64,40000000,672806292,107,6,966382,8.1,8,8.1,874,8.2,164347,8.1,400957,86.68941979522184,83.10580204778157,42.491467576791806,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Truman Show,87,8.2,8.1,14583,90,60000000,264118201,103,3,1031326,8.1,8,8,842,8.1,140794,8.2,412941,86.68941979522184,90.10238907849829,94.02730375426621,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,69,8.2,8,19584,75,100000000,392000000,180,5,1334375,8.2,8,7.8,797,8.1,121472,8.1,466884,86.68941979522184,87.71331058020478,68.9419795221843,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There Will Be Blood,65,8.2,8.1,5090,93,25000000,77208711,158,8,567649,8.1,8,7.8,749,8.4,109791,8,238878,86.68941979522184,90.10238907849829,96.24573378839591,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V for Vendetta,82,8.2,7.9,12132,62,54000000,132511035,132,0,1096328,8.2,8,7.7,848,8.1,160857,8.1,471024,86.68941979522184,83.10580204778157,38.907849829351534,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2001: A Space Odyssey,61,8.3,8.1,9271,84,12000000,71923560,149,4,649596,8.1,9,8,836,8.4,112956,8.2,261598,89.419795221843,90.10238907849829,85.66552901023891,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Clockwork Orange,80,8.3,8.2,10585,77,2200000,26589000,137,4,807584,8.2,8,7.9,833,8.3,130400,8.3,337308,89.419795221843,92.32081911262799,73.72013651877133,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citizen Kane,67,8.3,8,4363,100,839727,23218000,119,9,433233,8.1,8,8.3,769,8.5,97513,8.2,167568,89.419795221843,87.71331058020478,99.65870307167235,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Sunshine of the Spotless Mind,74,8.3,8.1,12183,89,20000000,72258126,108,2,977887,8.2,8,7.6,820,8.4,150956,8.3,416681,89.419795221843,90.10238907849829,93.1740614334471,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Jacket,76,8.3,8.1,8463,76,30000000,46357676,117,1,721968,8.2,8,8.2,827,8.4,123756,8.2,293954,89.419795221843,90.10238907849829,71.50170648464164,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Will Hunting,74,8.3,8.1,9548,70,10000000,225933435,127,9,934229,8.3,8,7.8,847,8.4,150729,8.2,358359,89.419795221843,90.10238907849829,58.70307167235495,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heat,88,8.3,7.9,5443,88,60000000,187436818,170,0,631686,8.2,8,8,817,8.3,98292,8.2,278473,89.419795221843,83.10580204778157,90.78498293515358,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hoop Dreams,48,8.3,7.7,232,98,700000,7830611,174,1,26116,8.2,8,7.4,251,8.5,9678,8.1,8490,89.419795221843,73.89078498293516,99.48805460750853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reservoir Dogs,62,8.3,8.1,11795,79,1200000,2859750,99,0,987583,8.2,8,8,840,8.3,154611,8.3,400394,89.419795221843,90.10238907849829,76.96245733788396,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return of the Jedi,84,8.3,7.9,12642,58,32350000,572700000,135,0,1017994,8.3,8,8.2,893,8.4,177496,8.2,372714,89.419795221843,83.10580204778157,29.01023890784983,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scarface,84,8.3,8.2,9181,65,25000000,66023329,170,0,807905,8.3,8,8,809,8,117841,8.3,335696,89.419795221843,92.32081911262799,45.90443686006826,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxi Driver,59,8.3,8.2,9269,94,1300000,28570902,114,4,793027,8.2,8,8.3,822,8.4,118304,8.2,326492,89.419795221843,92.32081911262799,96.58703071672355,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunt,54,8.3,8.1,3020,77,3800000,18309793,116,1,318141,8.2,8,7.9,564,8.2,23346,8.3,150713,89.419795221843,90.10238907849829,73.72013651877133,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Story,78,8.3,8,15280,95,30000000,373554033,81,0,960097,8.3,8,8.1,838,8.6,155035,8.2,354934,89.419795221843,87.71331058020478,97.61092150170649,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toy Story 3,76,8.3,7.8,12398,92,200000000,1066969703,103,5,811073,8.2,8,8,778,8.5,124936,8.3,316220,89.419795221843,78.839590443686,96.07508532423208,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up,78,8.3,7.9,17053,88,175000000,735099082,96,5,1010543,8.2,8,7.9,811,8.4,137783,8.2,395428,89.419795221843,83.10580204778157,90.78498293515358,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Won't You Be My Neighbor?,46,8.3,8.2,418,85,0,22835787,95,0,25219,8.4,9,7.7,207,8.5,9487,8,5148,89.419795221843,92.32081911262799,87.8839590443686,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 Idiots,87,8.4,8,1818,67,9000000,70000000,170,0,384266,8.5,9,6.3,413,7.9,22146,8.2,136611,92.32081911262799,87.71331058020478,52.218430034129696,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Avengers: Endgame,66,8.4,8.3,20819,78,356000000,2797800564,181,1,1040672,8.4,9,7.7,718,8.5,96447,8.2,269681,92.32081911262799,95.05119453924915,75.93856655290102,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Coco,74,8.4,8.2,15540,70,175000000,800526015,105,2,473454,8.4,9,7.6,606,8.4,47913,8.3,152532,92.32081911262799,92.32081911262799,58.70307167235495,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,70,8.4,8.1,4450,97,1800000,9523464,95,4,478911,8.3,9,8.1,770,8.6,103309,8.3,195487,92.32081911262799,90.10238907849829,99.1467576791809,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,57,8.4,8.4,931,90,0,0,160,0,86003,8.2,9,6.9,286,8.5,16140,8.1,21101,92.32081911262799,96.58703071672355,94.02730375426621,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joker,70,8.4,8.2,20363,59,55000000,1074251311,122,11,1180186,8.4,9,7.8,735,8.1,96115,8.3,341191,92.32081911262799,92.32081911262799,32.76450511945392,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Promises,56,8.4,7.7,34,80,0,0,106,1,2628,8.5,9,6.9,47,8.2,775,8.4,1175,92.32081911262799,73.89078498293516,77.81569965870307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raiders of the Lost Ark,94,8.4,7.9,10011,85,18000000,389925971,115,9,941085,8.4,9,8.6,907,8.8,187226,8.3,355080,92.32081911262799,83.10580204778157,87.8839590443686,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: Into the Spider-Verse,77,8.4,8.4,11156,87,90000000,375540831,117,2,484733,8.4,9,7.6,630,8.5,51850,8.2,139767,92.32081911262799,96.58703071672355,89.76109215017065,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: No Way Home,70,8.4,8.2,11774,72,200000000,1888000000,148,0,595350,8.6,9,7.7,409,8.5,44240,8.1,124665,92.32081911262799,92.32081911262799,62.79863481228669,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Knight Rises,78,8.4,7.8,19360,78,250000000,1081041287,165,0,1645715,8.4,9,7.9,870,8.3,192165,8.3,585243,92.32081911262799,78.839590443686,75.93856655290102,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Shining,60,8.4,8.2,14306,66,19000000,44781695,144,0,981250,8.3,9,8.3,888,8.5,153453,8.4,381969,92.32081911262799,92.32081911262799,48.97610921501707,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WALL·E,81.5,8.4,8.1,15600,89,180000000,521311860,98,6,1080055,8.3,9,8.2,828,8.4,152877,8.4,434263,92.32081911262799,90.10238907849829,93.1740614334471,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avengers: Infinity War,80.5,8.5,8.3,24386,68,300000000,2046239637,149,1,1004608,8.5,9,7.8,746,8.5,99203,8.3,287550,94.53924914675768,95.05119453924915,53.924914675767916,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Future,86,8.5,8.3,16432,87,19000000,381109762,116,4,1156185,8.4,9,8.5,901,8.7,183058,8.5,428501,94.53924914675768,95.05119453924915,89.76109215017065,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gladiator,60,8.5,8.2,15017,88,103000000,465361176,155,12,1448891,8.5,9,8.1,893,8.5,201407,8.5,567651,94.53924914675768,92.32081911262799,90.78498293515358,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Léon: The Professional,85,8.5,8.3,11987,64,16000000,45284974,111,0,1122704,8.5,9,8.3,848,8.5,134321,8.6,477123,94.53924914675768,95.05119453924915,42.491467576791806,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Memento,85,8.5,8.2,12160,80,9000000,39723096,113,2,1203921,8.3,9,8,844,8.5,181013,8.4,501047,94.53924914675768,92.32081911262799,77.81569965870307,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Parasite,93.5,8.5,8.5,13514,96,11363000,257591776,133,6,736321,8.5,9,8.1,627,8.6,59391,8.4,231936,94.53924914675768,98.29351535836177,97.95221843003414,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rear Window,66,8.5,8.4,5077,100,1000000,37034514,112,4,479263,8.4,9,8.6,791,8.7,95124,8.4,193522,94.53924914675768,96.58703071672355,99.65870307167235,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Intouchables,76,8.5,8.3,14552,57,13000000,426588510,113,0,828661,8.5,9,7.6,633,8.3,40720,8.5,357788,94.53924914675768,95.05119453924915,26.791808873720136,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lion King,65,8.5,8.3,15203,88,45000000,763455561,89,3,1020170,8.5,9,7.9,831,8.6,151280,8.4,379124,94.53924914675768,95.05119453924915,90.78498293515358,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prestige,84,8.5,8.2,12932,66,40000000,109676311,130,2,1289625,8.5,9,8,851,8.4,163890,8.5,524204,94.53924914675768,92.32081911262799,48.97610921501707,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Usual Suspects,72,8.5,8.2,8499,77,6000000,23341568,106,2,1057957,8.5,9,8.2,841,8.5,172055,8.5,433712,94.53924914675768,92.32081911262799,73.72013651877133,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City of God,77,8.6,8.4,5717,79,3300000,30641770,130,4,739355,8.5,9,7.9,707,8.7,92596,8.6,347916,96.41638225255973,96.58703071672355,76.96245733788396,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come From Away,81,8.6,7.7,17,83,0,0,107,1,2591,8.7,9,6.7,23,8.7,614,8.2,643,96.41638225255973,73.89078498293516,83.44709897610922,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
